ID,name,hiraname,age,sex,job,color,hp,mp,san,db,str,con,pow,dex,app,siz,int,edu,skill,setting,scenario,driverCom,managerCom,bossCom,spiritualCom,warcrimCom,creatorCom,maker,filename
19,坂口未来,,24,女,大学,#89C997,13/13,11/11,55/55,,9,14,11,13,11,11,13,11,ccb<=56　回避$ccb<=40　聞き耳$ccb<=21　精神分析$ccb<=80　図書館$ccb<=60　目星$ccb<=45　説得$ccb<=70　母国語(日本語)$ccb<=42　英語$ccb<=40　オカルト$ccb<=80　心理学$ccb<=21　人類学,,桜狂わば胎の中,,,,,,,,
20,Mēmoire Bizet(ミモア・ビゼー),みもあ・びぜー,21,女,騎士,#9CBB1C,13/13,11/11,55/55,,13,10,11,12,12,16,12,16,ccb<=54　回避$ccb<=45　キック$ccb<=70　組付き$ccb<=80　剣$ccb<=75　応急手当$ccb<=35　隠れる$ccb<=75　聞き耳$ccb<=50　登攀$ccb<=65　目星$ccb<=75　乗馬$ccb<=71　変装$ccb<=80　母国語(フランス語)$ccb<=60　博物学$ccb<=55　歴史,,ジャン犬,,,現実を受け入れたのえらいぞー,,,見た目めっちゃ好き,,
21,錨狩猫八,いかりがねこはち,30,男,youtuber,#0092A5,12,11,55,0,7,9,11,13,8,14,8,15,ccb<=50　隠れる$ccb<=55　聞き耳$ccb<=45　目星$ccb<=50　製作(曲)$ccb<=51　変装$ccb<=35　言いくるめ$ccb<=25　オカルト$ccb<=80　芸術(ギター)$ccb<=71　コンピューター,,好きなことで生きていく,,,,キラン★,,同じ目線にいてくれて嬉しい,,
22,雛田満希,ひなたみづき,22,女,歌手(アイドル),#FEAE01,,,,,,,,,,,,,"""CCB<={SAN} 【SAN値チェック】$CCB<=65 【アイデア】$CCB<=60 【幸運】$CCB<=40 【STR * 5】$CCB<=60 【知識】$CCB<=70 【APP * 5】$CCB<=70 【ショックロール】$CCB<=82 【回避】$CCB<=55 【キック】$CCB<=70 【応急手当】$CCB<=45 【聞き耳】$CCB<=40 【忍び歩き】$CCB<=55 【目星】$CCB<=55 【跳躍】$CCB<=55 【信用】$CCB<=45 【芸術(歌唱)】$CCB<=55 【芸術(ダンス)】$""",,キルキルイキル,,,,苦しい,,大好きだよ,,
23,琥鋼朱序,こがねあかつき,24,女,警察官,#d3cfd9,,,,,,,,,,,,,CCB<={SAN} 【SAN値チェック】$CCB<=75 【アイデア】$CCB<=60 【幸運】$CCB<=65 【STR * 5】$CCB<=80 【知識】$CCB<=50 【APP * 5】$CCB<=40 【ショックロール】$CCB<=50 【キック】$CCB<=70 【組み付き】$CCB<=70 【拳銃】$CCB<=70 【応急手当】$CCB<=75 【聞き耳】$CCB<=60 【追跡】$CCB<=75 【目星】$CCB<=55 【説得】$CCB<=55 【心理学】$CCB<=75 【法律】,,死を望まれた子供,,,,私はこいつがわからない,,,,
24,久森想良,くもりそら,16,女,高校一年生,#bce2e8,,,,,,,,,,,,,CCB<={SAN} 【SAN値チェック】$CCB<=65 【アイデア】$CCB<=45 【幸運】$CCB<=45 【STR * 5】$CCB<=55 【知識】$CCB<=70 【APP * 5】$CCB<=40 【ショックロール】$CCB<=55 【聞き耳】$CCB<=65 【図書館】$CCB<=60 【目星】$CCB<=50 【運転】$CCB<=70 【製作(料理)】$CCB<=55 【言いくるめ】$CCB<=85 【芸術(サックス)】$CCB<=55 【心理学】,,脱獄は乙女の嗜み,,,,先輩とこれからも仲良くしていきたい所存,,,,
25,水瀬理央,みなせりお,24,女,社会人,#BB1E5E,11,9,45,,,,,,,,,,CCB<={SAN} 【SAN値チェック】$CCB<=70 【アイデア】$CCB<=45 【幸運】$CCB<=60 【STR * 5】$CCB<=75 【知識】$CCB<=55 【APP * 5】$CCB<=60 【ショックロール】$CCB<=75 【こぶし（パンチ）】$CCB<=70 【応急手当】$CCB<=65 【聞き耳】$CCB<=70 【写真術】$CCB<=70 【追跡】$CCB<=75 【図書館】$CCB<=65 【目星】$CCB<=40 【信用】$CCB<=55 【オカルト】$CCB<=60 【博物学】,,奇々怪々同好会Chapter1心霊プリ,おねーさん♡,,,友達できて嬉しい,,友達できてよかったね…,,
26,神蛇苺花,かんじゃいちか,20,女,大学2年生,#EA0032,,,,,,,,,,,,,CCB<={SAN} 【SAN値チェック】$CCB<=75 【アイデア】$CCB<=45 【幸運】$CCB<=60 【STR * 5】$CCB<=65 【知識】$CCB<=75 【APP * 5】$CCB<=50 【ショックロール】$CCB<=60 【回避】$CCB<=65 【聞き耳】$CCB<=65 【図書館】$CCB<=65 【目星】$CCB<=50 【運転(自動車)】$CCB<=70 【信用】$CCB<=55 【芸術(ギター)】$CCB<=31 【人類学】$CCB<=55 【博物学】$CCB<=70 【歴史】,,初恋性ストックホルム症候群,,,,これからも頑張っていくよ！,,,,
27,榾洞葉琉,こつうろはる,17,男,オペレーター,#ffde3b,10,9,45,,8,12,9,14,14,12,16,10,CCB<={SAN} 【SAN値チェック】$CCB<=80 【アイデア】$CCB<=50 【幸運】$CCB<=40 【STR * 5】$CCB<=50 【知識】$CCB<=70 【APP * 5】$CCB<=60 【ショックロール】$CCB<=45 【組み付き】$CCB<=75 【こぶし（パンチ）】$CCB<=80 【応急手当】$CCB<=45 【聞き耳】$CCB<=11 【精神分析】$CCB<=25 【図書館】$CCB<=70 【目星】$CCB<=60 【言いくるめ】$CCB<=40 【値切り】$CCB<=55 【オカルト】$CCB<=55 【心理学】,好きな設定詰め込んだら地獄になったやつ。双子の兄弟ではるは弟。今は2人ともアルバイトをしながら生計を立ててる。,オーマイベイビー,,,,今助けるから、待っててね,,ダントツで可哀想,https://picrew.me/image_maker/45053,
28,olivia lee,オリビア・リー,24,女,旅人,,,,,,,,,,,,,,CCB<={SAN} 【SAN値チェック】$CCB<=60 【アイデア】$CCB<=65 【幸運】$CCB<=40 【STR * 5】$CCB<=60 【知識】$CCB<=35 【APP * 5】$CCB<=60 【ショックロール】$CCB<=34 【回避】$CCB<=50 【聞き耳】$CCB<=40 【写真術】$CCB<=65 【目星】$CCB<=65 【ナビゲート】$CCB<=65 【信用】$CCB<=50 【医学】$CCB<=51 【天文学】$CCB<=56 【物理学】,,ヒライス,,,,好きなんだもん…ドロドロしたの…,,"謎にドロドロしてるなって
かわいいけど",,
29,八木 薊,やぎあざみ,17,男,高校生,＃B32D70,882255,,,,13,11,13,11,11,8,14,12,CCB<={SAN} 【SAN値チェック】$CCB<=70 【アイデア】$CCB<=65 【幸運】$CCB<=65 【STR * 5】$CCB<=60 【知識】$CCB<=55 【APP * 5】$CCB<=55 【ショックロール】$CCB<=47 【回避】$CCB<=75 【応急手当】$CCB<=45 【聞き耳】$CCB<=40 【図書館】$CCB<=75 【目星】$CCB<=80 【運転(バイク)】$CCB<=85 【製作(パペット)】$CCB<=40 【ナビゲート】$CCB<=70 【心理学】,左右のパペットと会話する。やってるとき3役やってたから脳がバグった,片鱗,,,,,,ケロ！！！！！！,,
30,モヤシ,もやし,14,男,？,#8E3E1F,12,11,40,1D4,12,9,11,9,10,15,10,14,CCB<={SAN} 【SAN値チェック】$CCB<=50 【アイデア】$CCB<=55 【幸運】$CCB<=60 【STR * 5】$CCB<=70 【知識】$CCB<=50 【APP * 5】$CCB<=45 【ショックロール】$CCB<=68 【回避】$CCB<=70 【こぶし（パンチ）】$CCB<=40 【応急手当】$CCB<=55 【隠れる】$CCB<=55 【聞き耳】$CCB<=60 【追跡】$CCB<=45 【図書館】$CCB<=65 【目星】$CCB<=55 【跳躍】$CCB<=25 【信用】$CCB<=55 【心理学】$CCB<=35 【博物学】,行動が遅い,誰かが死んでいる,,,,名前は前日にモヤシを食べていたので決めました,,優しい子,,
31,鶸 枯乃,ひわ かれの,26,女,殺人,,,10,50,0,10,11,10,17,13,11,14,9,CCB<={SAN} 【SAN値チェック】$CCB<=70 【アイデア】$CCB<=50 【幸運】$CCB<=50 【STR * 5】$CCB<=45 【知識】$CCB<=65 【APP * 5】$CCB<=55 【ショックロール】$CCB<=79 【回避】$CCB<=30 【キック】$CCB<=45 【組み付き】$CCB<=75 【ナイフ】$CCB<=75 【聞き耳】$CCB<=41 【精神分析】$CCB<=75 【目星】$CCB<=65 【医学】,INT14、EDU9の天然、というよりピュア。届のことが好きなのだが、「好き」以外の言葉ですきを表現する。,ドロップアウトディスパイア,,,,ロール聞き直して私も好きになった,,ほんまにかわいい,https://picrew.me/image_maker/268253,
32,,,23,女,,,12,10,50,1d4,13,11,11,8,15,12,12,10,,,正しい死体の屠り方HO2,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,アンドロイドっぽい人間,VOID　HO1,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,デウスエクスマキナは死んだ：ヒト,,,,,,,,
35,高橋架,かけるくん,10,男,小学生,,,,,,7,8,9,16,10,16,12,6,CCB<={SAN} 【SAN値チェック】$CCB<=60 【アイデア】$CCB<=45 【幸運】$CCB<=35 【STR * 5】$CCB<=30 【知識】$CCB<=50 【APP * 5】$CCB<=40 【ショックロール】$CCB<=52 【回避】$CCB<=60 【隠す】$CCB<=45 【聞き耳】$CCB<=35 【目星】$CCB<=50 【跳躍】,無駄に察しのいい子供,執着針,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,ピンク髪跳ね毛、かわいい、記憶がないし、名前も知らん,マスダHO2,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
